,predict,target
1209,8.550132,6.74
1210,8.402869,6.69
1211,8.212003,7.4
1212,8.077856,8.61
1213,8.014401,9.14
1214,8.016777,9.14
1215,8.022318,9.45
1216,8.04974,9.83
1217,8.083461,13.0
1218,8.11054,12.0
1219,8.1663885,12.0
1220,8.204629,11.47
1221,8.2219515,12.0
1222,8.220523,12.0
1223,8.199479,9.6
1224,8.167775,9.6
1225,8.140293,12.51
1226,8.057901,12.51
1227,7.9699564,12.49
1228,7.909199,12.49
1229,7.8901186,11.66
1230,7.9468775,12.0
1231,8.0774145,12.57
1232,8.276572,12.57
1233,8.527712,13.0
1234,8.804814,13.06
1235,9.078063,13.0
1236,9.320659,13.0
1237,9.514495,10.1
1238,9.6523075,9.77
1239,9.723295,9.56
1240,9.729722,9.59
1241,9.700289,9.42
1242,9.65334,9.38
1243,9.579236,9.26
1244,9.484359,9.26
1245,9.379278,8.99
1246,9.28205,8.82
1247,9.21735,9.05
1248,0.29982764,9.02
1249,0.59218293,7.84
1250,1.1212397,7.4
1251,1.9995061,7.32
1252,3.3602445,7.32
1253,5.28547,7.32
1254,7.3531833,7.32
1255,8.520902,7.32
1256,8.686288,7.32
1257,8.471616,8.82
1258,8.235363,7.54
1259,8.086336,9.03
1260,8.036093,9.1
1261,8.041547,9.1
1262,8.067077,9.03
1263,8.1058655,7.07
1264,8.15645,7.71
1265,8.186949,6.89
1266,8.203896,6.82
1267,8.192647,6.6
1268,8.176442,6.55
1269,8.108695,6.51
1270,7.9920545,6.49
1271,7.890447,6.18
1272,7.815183,6.18
1273,7.782581,6.44
1274,7.8190184,6.44
1275,7.930485,6.48
1276,8.102954,6.48
1277,8.330074,6.6
1278,8.5893955,6.6
1279,8.853435,6.95
1280,9.096993,6.95
1281,9.301231,9.18
1282,9.455933,9.25
1283,9.559241,9.43
1284,9.615344,9.49
1285,9.631398,9.36
1286,9.615014,9.26
1287,9.57287,9.21
1288,9.510317,9.21
1289,9.430228,9.12
1290,9.334096,9.12
1291,9.222601,9.11
1292,9.101201,9.11
1293,8.976162,8.96
1294,8.853946,8.96
1295,8.743761,9.11
1296,0.2754943,9.02
1297,0.46955645,8.82
1298,0.7523652,8.82
1299,1.1664401,7.68
1300,1.7648337,8.82
1301,2.630361,8.82
1302,3.8489304,8.82
1303,5.4051294,8.82
1304,6.971043,9.02
1305,7.969095,9.06
1306,8.26741,9.06
1307,8.235123,9.12
1308,8.118019,9.12
1309,8.017965,9.12
1310,7.940757,9.07
1311,7.879179,7.09
1312,7.858541,7.09
1313,7.85116,6.62
1314,7.8359017,6.62
1315,7.8032484,6.45
1316,7.7515793,6.45
1317,7.6873093,6.24
1318,7.621256,6.24
1319,7.5681324,4.15
1320,7.5433335,4.15
1321,7.5619707,6.04
1322,7.6354146,6.04
1323,7.768358,6.18
1324,7.955643,6.27
1325,8.182762,6.42
1326,8.429152,6.5
1327,8.671855,6.68
1328,8.890011,6.76
1329,9.068663,8.82
1330,9.20055,8.99
1331,9.285468,9.19
1332,9.327976,9.27
1333,9.334725,9.16
1334,9.312501,9.16
1335,9.267165,9.29
1336,9.202939,9.13
1337,9.122989,9.02
1338,9.028907,8.97
1339,8.921276,9.02
1340,8.806308,8.99
1341,8.690049,7.85
1342,8.579268,7.85
1343,8.498253,9.35
1344,0.29982764,9.35
1345,0.59218293,9.11
1346,1.1212397,9.11
1347,1.9283394,9.11
1348,3.0772688,9.11
1349,4.6080165,9.13
1350,6.3193383,9.13
1351,7.631253,9.11
1352,8.199075,9.11
1353,8.494078,9.1
1354,8.749214,9.23
1355,8.973283,9.32
1356,9.1502,9.1
1357,9.169683,9.1
1358,9.20516,9.1
1359,9.336527,8.99
1360,9.531955,8.99
1361,9.730797,8.85
1362,9.894905,7.54
1363,10.014752,7.2
1364,10.063008,6.92
1365,9.905223,6.85
1366,9.676314,6.85
1367,9.370866,6.85
1368,9.030487,6.85
1369,8.720876,6.87
1370,8.478047,6.87
1371,8.337613,7.01
1372,8.304881,7.01
1373,8.360166,7.1
1374,8.471665,7.1
1375,8.602956,9.02
1376,8.718141,9.07
1377,8.790766,9.23
1378,8.809384,9.23
1379,8.756055,9.4
1380,8.30306,9.4
1381,8.111954,9.29
1382,8.126168,9.42
1383,8.281185,9.3
1384,8.508361,9.3
1385,8.75993,9.04
1386,9.005119,9.1
1387,9.217525,8.97
1388,9.378114,8.97
1389,9.4756365,7.62
1390,9.507608,7.21
1391,9.4794235,6.67
1392,0.29982764,6.67
1393,0.55119777,6.64
1394,0.9404215,6.59
1395,1.5895544,6.59
1396,2.6259134,6.59
1397,4.1343074,6.56
1398,6.0539923,6.56
1399,7.896934,6.53
1400,8.985167,6.55
1401,9.177156,6.56
1402,9.040008,6.59
1403,8.876827,6.59
1404,8.78163,6.59
1405,8.747985,6.59
1406,8.826676,6.65
1407,9.003539,6.95
1408,9.23776,6.95
1409,9.483152,7.18
1410,9.703637,7.18
1411,9.873482,7.03
1412,9.964743,7.03
1413,9.975425,6.85
1414,9.889762,6.78
1415,9.736831,6.59
1416,9.515789,6.59
1417,9.260705,6.59
1418,8.998372,6.59
1419,8.776918,6.5
1420,8.62249,6.5
1421,8.546169,6.5
1422,8.542415,6.59
1423,8.58788,6.74
1424,8.655285,6.66
1425,8.718491,9.07
1426,8.75639,9.07
1427,8.762876,9.18
1428,8.643168,9.18
1429,8.284341,9.19
1430,8.163427,9.15
1431,8.235669,9.13
1432,8.445965,9.13
1433,8.733708,9.02
1434,9.039728,8.96
1435,9.31335,7.12
1436,9.520008,7.12
1437,9.644724,6.75
1438,9.688732,6.75
1439,9.661934,6.69
