Unnamed: 0,year,month,day,hour,Pressure,temperature,u-component of wind,v-component of wind,Relative humidity,Total cloud cover,Total precipitation,radiation flux
,2022,8,10,23.5,1008.0692749023438,27.874368286132835,1.421854019165039,2.858259677886963,80.0224494934082,17.0166015625,0.0,0.0
,2022,8,11,0.0,1008.3917236328124,27.183496093750023,1.4313535690307615,3.9264450073242174,83.75358200073242,5.029296875,0.0,0.0
,2022,8,11,0.5,1008.286163330078,27.087731933593773,1.3383903503417969,3.979411602020264,84.09728622436523,17.5537109375,0.0,0.0
,2022,8,11,1.0,1008.1806030273438,26.991967773437523,1.245427131652832,4.032378196716309,84.44099044799805,30.078125,0.0,0.0
,2022,8,11,1.5,1007.976806640625,26.898828125000023,1.2187128067016602,3.9681143760681152,84.42634391784668,22.412109375,0.0,0.0
,2022,8,11,2.0,1007.7730102539062,26.805688476562523,1.1919984817504885,3.903850555419922,84.41169738769531,14.74609375,0.0,0.0
,2022,8,11,2.5,1007.5906677246094,26.692163085937523,1.1474218368530271,3.628531455993652,84.30281639099121,13.18359375,0.0,0.0
,2022,8,11,3.0,1007.4083251953124,26.578637695312523,1.1028451919555664,3.353212356567383,84.19393539428711,11.62109375,0.0,0.0
,2022,8,11,3.5,1007.4628295898438,26.420770263671898,0.955739974975586,3.1532912254333496,84.35823440551758,10.595703125,0.0,0.0
,2022,8,11,4.0,1007.517333984375,26.26290283203128,0.8086347579956055,2.9533700942993164,84.52253341674805,9.5703125,0.0,0.0
,2022,8,11,4.5,1007.6731872558594,26.13013610839846,0.730475902557373,2.9459991455078125,84.5322208404541,12.2802734375,0.0,0.0
,2022,8,11,5.0,1007.8290405273438,25.997369384765648,0.6523170471191406,2.9386281967163086,84.54190826416016,14.990234375,0.0,0.0
,2022,8,11,5.5,1008.0813598632812,26.14411315917971,0.7303428649902344,2.8622164726257324,83.65638542175293,20.751953125,0.0,25.125
,2022,8,11,6.0,1008.3336791992188,26.290856933593773,0.8083686828613281,2.785804748535156,82.7708625793457,26.513671875,0.0,50.25
,2022,8,11,6.5,1008.4410400390624,26.973504638671898,0.7713747024536133,2.923133373260498,79.51606941223145,39.4775390625,0.0,126.07066550850868
,2022,8,11,7.0,1008.5484008789062,27.656152343750023,0.7343807220458984,3.06046199798584,76.26127624511719,52.44140625,0.0,201.89133101701736
,2022,8,11,7.5,1008.5248413085938,28.548669433593773,0.9541964530944824,3.217870712280273,72.48958015441895,31.396484375,0.0,289.7356986105442
,2022,8,11,8.0,1008.5012817382812,29.441186523437523,1.1740121841430664,3.375279426574707,68.7178840637207,10.3515625,0.0,377.58006620407104
,2022,8,11,8.5,1008.5034790039062,30.177667236328148,1.3160514831542969,3.5641894340515137,66.8597240447998,16.89453125,0.0,470.8791043758392
,2022,8,11,9.0,1008.5056762695312,30.914147949218773,1.4580907821655271,3.75309944152832,65.0015640258789,23.4375,0.0,564.1781425476074
,2022,8,11,9.5,1008.3983459472656,31.35592041015628,1.5284600257873535,3.97673273086548,64.87946510314941,17.529296875,0.0,619.5166409015656
,2022,8,11,10.0,1008.291015625,31.797692871093773,1.5988292694091797,4.200366020202637,64.75736618041992,11.62109375,0.0,674.8551392555237
,2022,8,11,10.5,1008.0614318847656,32.144326782226585,1.5889167785644531,4.340614795684815,65.1035566329956,8.5693359375,0.0,726.7219090461731
,2022,8,11,11.0,1007.8318481445312,32.4909606933594,1.5790042877197266,4.480863571166992,65.44974708557129,5.517578125,0.0,778.5886788368225
,2022,8,11,11.5,1007.6065979003906,32.80745849609377,1.7328996658325195,4.623229026794434,63.846590995788574,4.78515625,0.0,802.2285032272339
,2022,8,11,12.0,1007.38134765625,33.12395629882815,1.8867950439453125,4.765594482421875,62.24343490600586,4.052734375,0.0,825.8683276176453
,2022,8,11,12.5,1007.179443359375,33.11428222656252,1.8777918815612795,4.84501314163208,62.76154708862305,5.419921875,0.0,807.5066335201263
,2022,8,11,13.0,1006.9775390625,33.1046081542969,1.868788719177246,4.924431800842285,63.27965927124024,6.787109375,0.0,789.1449394226074
,2022,8,11,13.5,1006.7460021972656,33.08834228515627,1.790285587310791,4.901567459106445,62.88364887237549,6.494140625,0.0,750.0370554924011
,2022,8,11,14.0,1006.5144653320312,33.07207641601565,1.711782455444336,4.8787031173706055,62.48763847351074,6.201171875,0.0,710.9291715621948
,2022,8,11,14.5,1006.3971557617188,32.836831665039085,1.647719383239746,4.870829105377197,63.542012214660645,6.8603515625,0.0,652.7314372062683
,2022,8,11,15.0,1006.2798461914062,32.60158691406252,1.5836563110351562,4.862955093383789,64.59638595581055,7.51953125,0.0,594.5337028503418
,2022,8,11,15.5,1006.2345581054688,32.20974121093752,1.4813847541809082,4.835274696350098,66.13057041168213,6.787109375,0.0,514.8714897632599
,2022,8,11,16.0,1006.1892700195312,31.817895507812523,1.3791131973266602,4.807594299316406,67.66475486755371,6.0546875,0.0,435.209276676178
,2022,8,11,16.5,1006.3507385253906,31.436364746093773,1.3593597412109375,4.683323383331299,68.5678129196167,5.9326171875,0.0,352.80633783340454
,2022,8,11,17.0,1006.51220703125,31.054833984375023,1.3396062850952148,4.559052467346191,69.47087097167969,5.810546875,0.0,270.4033989906311
,2022,8,11,17.5,1006.655303955078,30.49195251464846,1.1451621055603027,4.493584632873535,71.67366123199463,33.7890625,0.0,187.4151191711425
,2022,8,11,18.0,1006.7984008789062,29.929071044921898,0.9507179260253906,4.428116798400879,73.87645149230957,61.767578125,0.0,104.42683935165404
,2022,8,11,18.5,1006.8662109375,29.539834594726585,0.932213306427002,4.507016658782959,76.25648307800293,35.009765625,0.0,56.36966967582703
,2022,8,11,19.0,1006.9340209960938,29.15059814453128,0.9137086868286132,4.585916519165039,78.63651466369629,8.251953125,0.0,8.3125
,2022,8,11,19.5,1007.3070373535156,28.960870361328148,1.060941219329834,4.622171401977539,78.53347492218018,30.56640625,0.0,4.15625
,2022,8,11,20.0,1007.6800537109376,28.771142578125023,1.208173751831055,4.658426284790039,78.43043518066406,52.880859375,0.0,0.0
,2022,8,11,20.5,1007.9153747558594,28.647058105468773,1.3405075073242188,4.544535636901856,79.25824928283691,44.6044921875,0.0,0.0
,2022,8,11,21.0,1008.1506958007812,28.522973632812523,1.4728412628173828,4.430644989013672,80.08606338500977,36.328125,0.0,0.0
,2022,8,11,21.5,1008.2019348144532,28.43964538574221,1.571086883544922,4.313832759857178,80.79265213012695,26.3916015625,0.0,0.0
,2022,8,11,22.0,1008.253173828125,28.356317138671898,1.669332504272461,4.197020530700684,81.49924087524414,16.455078125,0.0,0.0
,2022,8,11,22.5,1008.0505065917968,28.28052673339846,1.5849637985229492,4.310041904449463,82.10578918457031,13.427734375,0.0,0.0
,2022,8,11,23.0,1007.8478393554688,28.204736328125023,1.5005950927734375,4.423063278198242,82.71233749389648,10.400390625,0.0,0.0
,2022,8,11,23.5,1007.593994140625,28.16675720214846,1.6099672317504885,4.349193572998047,82.42638397216797,11.03515625,0.0,0.0
,2022,8,12,0.0,1007.1766967773438,28.078881835937523,1.3900718688964844,4.3431501388549805,82.34461975097656,16.40625,0.0,0.0
,2022,8,12,0.5,1006.9635925292968,28.055520629882835,1.5768814086914062,4.42288064956665,82.48174476623535,12.2314453125,0.0,0.0
,2022,8,12,1.0,1006.75048828125,28.032159423828148,1.763690948486328,4.50261116027832,82.61886978149414,8.056640625,0.0,0.0
,2022,8,12,1.5,1006.7646484375,28.06882629394533,1.894962310791016,4.350554943084717,82.24908638000488,12.890625,0.0,0.0
