,year,month,day,hour,Pressure,temperature,u-component of wind,v-component of wind,Relative humidity,Total cloud cover,Total precipitation,radiation flux
0,2022,8,8,13.5,1008.6513366699219,31.133355712890648,1.7057113647460938,3.83737850189209,69.2783088684082,77.44140625,0.0,386.0057382583618
1,2022,8,8,14.0,1008.4896240234375,30.866082763671898,1.6598052978515625,3.847881317138672,70.4516429901123,96.533203125,0.0,333.21498107910156
2,2022,8,8,14.5,1008.3060607910156,30.700952148437523,1.6550979614257812,3.887382984161377,71.35335445404053,79.3701171875,0.0,322.6414484977722
3,2022,8,8,15.0,1008.1224975585938,30.535821533203148,1.650390625,3.926884651184082,72.25506591796875,62.20703125,0.0,312.06791591644287
4,2022,8,8,15.5,1007.9684448242188,30.401177978515648,1.5981383323669434,3.966200351715088,72.68974685668945,44.1650390625,0.0,262.92438316345215
5,2022,8,8,16.0,1007.8143920898438,30.266534423828148,1.5458860397338867,4.005516052246094,73.12442779541016,26.123046875,0.0,213.78085041046143
6,2022,8,8,16.5,1007.8187255859375,30.017724609375023,1.5048465728759766,3.8810219764709473,73.75188732147217,24.8779296875,0.0,152.47294229269028
7,2022,8,8,17.0,1007.8230590820312,29.768914794921898,1.4638071060180664,3.756527900695801,74.37934684753418,23.6328125,0.0,91.16503417491913
8,2022,8,8,17.5,1007.77978515625,29.38990173339846,1.3726906776428223,3.5682907104492188,75.77200984954834,28.3447265625,0.0,49.770017087459564
9,2022,8,8,18.0,1007.7365112304688,29.010888671875023,1.2815742492675781,3.3800535202026367,77.1646728515625,33.056640625,0.0,8.375
10,2022,8,8,18.5,1008.0209045410156,28.697488403320335,1.2417120933532715,3.220245838165283,78.24509525299072,24.9755859375,0.0,4.1875
11,2022,8,8,19.0,1008.3052978515625,28.384088134765648,1.2018499374389648,3.0604381561279297,79.32551765441895,16.89453125,0.0,0.0
12,2022,8,8,19.5,1008.5361938476562,28.205804443359398,1.1438298225402832,3.0728814601898193,80.12873840332031,40.0146484375,0.0,0.0
13,2022,8,8,20.0,1008.76708984375,28.027520751953148,1.0858097076416016,3.085324764251709,80.93195915222168,63.134765625,0.0,0.0
14,2022,8,8,20.5,1008.8064270019531,27.924371337890648,1.1290082931518555,3.11324143409729,81.48463726043701,72.0458984375,0.0,0.0
15,2022,8,8,21.0,1008.8457641601562,27.821221923828148,1.1722068786621094,3.141158103942871,82.03731536865234,80.95703125,0.0,0.0
16,2022,8,8,21.5,1008.9659118652344,27.759729003906273,1.2663612365722656,3.029963493347168,82.32295989990234,72.0947265625,0.0,0.0
17,2022,8,8,22.0,1009.0860595703125,27.698236083984398,1.3605155944824219,2.918768882751465,82.60860443115234,63.232421875,0.0,0.0
18,2022,8,8,22.5,1009.1081848144531,27.635842895507835,1.38832426071167,2.832336902618408,82.95143508911133,51.2939453125,0.0,0.0
19,2022,8,8,23.0,1009.1303100585938,27.573449707031273,1.416132926940918,2.7459049224853516,83.29426574707031,39.35546875,0.0,0.0
20,2022,8,8,23.5,1008.9279479980469,27.49933776855471,1.406104564666748,2.7143659591674805,83.75177383422852,30.95703125,0.0,0.0
21,2022,8,9,0.0,1008.7255859375,27.425225830078148,1.3960762023925781,2.6828269958496094,84.20928192138672,22.55859375,0.0,0.0
22,2022,8,9,0.5,1008.3670349121094,27.370462036132835,1.4035229682922363,2.744725465774536,84.43246269226074,23.4375,0.0,0.0
23,2022,8,9,1.0,1008.0084838867188,27.315698242187523,1.4109697341918945,2.806623935699463,84.65564346313477,24.31640625,0.0,0.0
24,2022,8,9,1.5,1007.9461975097656,27.267877197265648,1.5472917556762695,2.582786798477173,84.69141387939453,24.0966796875,0.0,0.0
25,2022,8,9,2.0,1007.8839111328125,27.220056152343773,1.6836137771606445,2.358949661254883,84.7271842956543,23.876953125,0.0,0.0
26,2022,8,9,2.5,1007.8922729492188,27.123223876953148,1.6053128242492676,2.232396125793457,84.9084529876709,21.875,0.0,0.0
27,2022,8,9,3.0,1007.900634765625,27.026391601562523,1.5270118713378906,2.1058425903320312,85.0897216796875,19.873046875,0.0,0.0
28,2022,8,9,3.5,1007.8636779785156,26.902825927734398,1.3898415565490723,2.0746445655822754,85.50264930725098,21.09375,0.0,0.0
29,2022,8,9,4.0,1007.8267211914062,26.779260253906273,1.252671241760254,2.0434465408325195,85.91557693481445,22.314453125,0.0,0.0
30,2022,8,9,4.5,1007.9942626953125,26.640466308593773,1.1683616638183594,1.8944272994995117,86.49014282226562,23.14453125,0.0,0.0
31,2022,8,9,5.0,1008.1618041992188,26.501672363281273,1.0840520858764648,1.745408058166504,87.0647087097168,23.974609375,0.0,0.0
32,2022,8,9,5.5,1008.2274475097656,26.638909912109398,1.0890402793884277,1.8597517013549805,86.87739562988281,31.1279296875,0.0,20.78125
33,2022,8,9,6.0,1008.2930908203125,26.776147460937523,1.0940284729003906,1.974095344543457,86.69008255004883,38.28125,0.0,41.5625
34,2022,8,9,6.5,1008.2891845703125,27.34851989746096,1.3267245292663574,2.1111059188842773,84.41462326049805,27.490234375,0.0,105.94660168886185
35,2022,8,9,7.0,1008.2852783203125,27.920892333984398,1.5594205856323242,2.2481164932250977,82.13916397094727,16.69921875,0.0,170.3307033777237
36,2022,8,9,7.5,1008.26611328125,28.598626708984398,1.7130389213562012,2.2819442749023438,79.23601531982422,23.9501953125,0.0,253.06685763597488
37,2022,8,9,8.0,1008.2469482421875,29.276361083984398,1.8666572570800781,2.31577205657959,76.33286666870117,31.201171875,0.0,335.8030118942261
