,number_of_features,day,Loss,PICP,MPIW,verification
0,1,1,35.407929182388955,0.45833333332579795,9.962022748860447,0.0
0,1,1,4.459050166797289,0.9166266935976134,4.341810421510176,1.0
0,1,1,30.46132603559658,0.5000142885573587,9.146890193223953,2.0
