,year,month,day,hour,Pressure,temperature,u-component of wind,v-component of wind,Relative humidity,Total cloud cover,Total precipitation,radiation flux
36,2022,9,3,18.0,1014.6369018554688,23.114434814453148,-1.5521965026855469,-1.0161666870117188,79.83227729797363,52.880859375,0.0,23.761551648378372
37,2022,9,3,18.5,1014.9058532714844,22.939080810546898,-1.4992008209228516,-0.9903984069824219,80.71654605865479,58.69140625,0.0,11.880775824189186
38,2022,9,3,19.0,1015.1748046875,22.763726806640648,-1.4462051391601562,-0.964630126953125,81.60081481933594,64.501953125,0.0,0.0
39,2022,9,3,19.5,1015.5364074707031,22.647500610351585,-1.337636947631836,-0.8602695465087891,82.52918148040771,57.3486328125,0.0,0.0
40,2022,9,3,20.0,1015.8980102539062,22.531274414062523,-1.2290687561035156,-0.7559089660644531,83.45754814147949,50.1953125,0.0,0.0
41,2022,9,3,20.5,1015.9673461914062,22.399880981445335,-1.0424442291259766,-0.9252872467041016,84.57379055023193,50.1708984375,0.0,0.0
42,2022,9,3,21.0,1016.0366821289062,22.268487548828148,-0.8558197021484375,-1.09466552734375,85.69003295898438,50.146484375,0.0,0.0
43,2022,9,3,21.5,1016.0119934082031,22.18457946777346,-0.7831153869628906,-1.0472278594970703,86.42605400085449,48.3642578125,0.0,0.0
44,2022,9,3,22.0,1015.9873046875,22.100671386718773,-0.7104110717773438,-0.9997901916503906,87.16207504272461,46.58203125,0.0,0.0
45,2022,9,3,22.5,1015.8843688964844,22.02375183105471,-0.5853824615478516,-0.9889430999755859,87.84968566894531,47.2412109375,0.0,0.0
46,2022,9,3,23.0,1015.7814331054688,21.946832275390648,-0.4603538513183594,-0.9780960083007812,88.53729629516602,47.900390625,0.0,0.0
47,2022,9,3,23.5,1015.5252075195312,21.838739013671898,-0.4193286895751953,-0.9643383026123047,89.27564239501953,43.3837890625,0.0,0.0
