year,month,day,hour,temp,rain,weather,PVout[kW],price[yen/kW30m]
2020,1,10,2.5,7.6,0,10,0,6.69
2020,1,10,3,6.8,0,2,0,6.69
2020,1,10,3.5,6.8,0,2,0,6.77
2020,1,10,4,6.8,0,2,0,6.77
2020,1,10,4.5,6.8,0,2,0,6.77
2020,1,10,5,6.7,0,2,0,7.2
2020,1,10,5.5,6.7,0,2,0,7.41
2020,1,10,6,6.2,0,4,0,9.1
2020,1,10,6.5,6.2,0,4,0,9.25
2020,1,10,7,6.3,0,4,-0.015,9.82
2020,1,10,7.5,6.3,0,4,0.031,10.07
2020,1,10,8,6.6,0,4,0.123,11.14
2020,1,10,8.5,6.6,0,4,0.503,11.14
2020,1,10,9,7.3,0,4,0.705,9.5
2020,1,10,9.5,7.3,0,4,0.844,9.5
2020,1,10,10,8.4,0,2,0.982,9.1
2020,1,10,10.5,8.4,0,2,1.07,9.01
2020,1,10,11,10,0,2,1.12,7.54
2020,1,10,11.5,10,0,2,1.169,7.53
2020,1,10,12,10.5,0,2,1.131,6.75
2020,1,10,12.5,10.5,0,2,1.154,6.69
2020,1,10,13,10.8,0,2,1.124,7.39
2020,1,10,13.5,10.8,0,2,1.011,7.48
2020,1,10,14,10.9,0,2,0.62,8.85
2020,1,10,14.5,10.9,0,2,0.685,8.85
2020,1,10,15,10.9,0,2,0.701,9
2020,1,10,15.5,10.9,0,2,0.493,9.05
2020,1,10,16,10.2,0,2,0.217,9.74
2020,1,10,16.5,10.2,0,2,0.088,10.96
2020,1,10,17,9.4,0,2,-0.019,12.69
2020,1,10,17.5,9.4,0,2,-0.034,12
2020,1,10,18,8.7,0,2,0,11.15
2020,1,10,18.5,8.7,0,2,0,11.15
2020,1,10,19,8.1,0,2,0,10.08
2020,1,10,19.5,8.1,0,2,0,9.84
2020,1,10,20,7.8,0,2,0,9.66
2020,1,10,20.5,7.8,0,2,0,9.66
2020,1,10,21,7.4,0,2,0,9.49
2020,1,10,21.5,7.4,0,2,0,9.36
2020,1,10,22,7,0,2,0,9.27
2020,1,10,22.5,7,0,2,0,9.26
2020,1,10,23,6.7,0,2,0,9.07
2020,1,10,23.5,6.7,0,2,0,9.06
2020,1,11,0,6.2,0,2,0,7.78
2020,1,11,0.5,6.2,0,2,0,7.46
2020,1,11,1,5.7,0,4,0,7.2
2020,1,11,1.5,5.7,0,4,0,7.2
2020,1,11,2,5.7,0,4,0,7.2
2020,1,11,2.5,5.7,0,4,0,7
2020,1,11,3,5.4,0,4,0,7.2
2020,1,11,3.5,5.4,0,4,0,7.2
2020,1,11,4,5.4,0,4,0,7.41
2020,1,11,4.5,5.4,0,4,0,7.37
2020,1,11,5,5.4,0,4,0,7.2
2020,1,11,5.5,5.4,0,4,0,7.2
2020,1,11,6,5.4,0,4,0,8.92
2020,1,11,6.5,5.4,0,4,0,8.92
2020,1,11,7,5.1,0,4,-0.015,9.33
2020,1,11,7.5,5.1,0,4,0.009,9.33
2020,1,11,8,5.5,0,4,0.07,9.43
2020,1,11,8.5,5.5,0,4,0.101,9.43
2020,1,11,9,6,0,4,0.275,9.43
2020,1,11,9.5,6,0,4,0.064,9.43
2020,1,11,10,6.7,0,4,0.045,9
2020,1,11,10.5,6.7,0,4,0.097,8.8
2020,1,11,11,8.4,0,4,0.994,6.95
2020,1,11,11.5,8.4,0,4,0.365,6.95
2020,1,11,12,7.8,0,4,0.598,6.68
2020,1,11,12.5,7.8,0,4,0.527,6.68
2020,1,11,13,9.2,0,4,0.577,6.64
2020,1,11,13.5,9.2,0,4,0.767,6.64
2020,1,11,14,9.8,0,4,0.466,6.74
2020,1,11,14.5,9.8,0,4,0.763,6.82
2020,1,11,15,10.8,0,2,0.566,8.22
2020,1,11,15.5,10.8,0,2,0.406,8.22
2020,1,11,16,10.8,0,2,0.213,9.18
2020,1,11,16.5,10.8,0,2,0.056,9.26
2020,1,11,17,10.5,0,2,-0.02,9.94
2020,1,11,17.5,10.5,0,2,-0.031,9.95
2020,1,11,18,10.1,0,2,0,10.78
2020,1,11,18.5,10.1,0,2,0,10.6
2020,1,11,19,8.3,0,2,0,9.73
2020,1,11,19.5,8.3,0,2,0,9.73
2020,1,11,20,7.3,0,2,0,9.41
2020,1,11,20.5,7.3,0,2,0,9.41
2020,1,11,21,6.9,0,2,0,9.1
2020,1,11,21.5,6.9,0,2,0,9.1
2020,1,11,22,6.9,0,2,0,8.95
2020,1,11,22.5,6.9,0,2,0,8.95
2020,1,11,23,6.4,0,2,0,7.65
2020,1,11,23.5,6.4,0,2,0,7.37
2020,1,12,0,6,0,2,0,6.8
2020,1,12,0.5,6,0,2,0,6.8
2020,1,12,1,5.4,0,2,0,6.73
2020,1,12,1.5,5.4,0,2,0,6.73
2020,1,12,2,4.8,0,2,0,6.66
2020,1,12,2.5,4.8,0,2,0,6.66
2020,1,12,3,4.8,0,2,0,6.57
2020,1,12,3.5,4.8,0,2,0,6.56
2020,1,12,4,3.7,0,2,0,6.52
2020,1,12,4.5,3.7,0,2,0,6.66
2020,1,12,5,3.9,0,2,0,6.66
2020,1,12,5.5,3.9,0,2,0,6.66
2020,1,12,6,4.2,0,4,0,6.74
2020,1,12,6.5,4.2,0,4,0,6.74
2020,1,12,7,4.3,0,4,-0.015,7.37
2020,1,12,7.5,4.3,0,4,0.015,7.77
2020,1,12,8,5.2,0,4,0.084,8.22
2020,1,12,8.5,5.2,0,4,0.161,8.78
2020,1,12,9,5.7,0,4,0.594,8.77
2020,1,12,9.5,5.7,0,4,0.42,8.77
2020,1,12,10,7.1,0,4,0.278,7.77
2020,1,12,10.5,7.1,0,4,0.385,7.77
2020,1,12,11,7.8,0,4,0.371,7.31
2020,1,12,11.5,7.8,0,4,0.154,6.85
2020,1,12,12,8.3,0,4,0.168,6.76
2020,1,12,12.5,8.3,0,4,0.35,6.76
2020,1,12,13,8.6,0,4,0.2,6.71
2020,1,12,13.5,8.6,0,4,0.211,6.71
2020,1,12,14,8.7,0,4,0.442,6.77
2020,1,12,14.5,8.7,0,4,0.189,6.77
2020,1,12,15,8.8,0,4,0.406,7.3
2020,1,12,15.5,8.8,0,4,0.075,7.3
2020,1,12,16,8.8,0,4,0.091,9.08
2020,1,12,16.5,8.8,0,4,0.033,9.08
2020,1,12,17,8.6,0,4,-0.027,9.59
2020,1,12,17.5,8.6,0,4,-0.031,9.76
2020,1,12,18,8.1,0,4,0,9.55
2020,1,12,18.5,8.1,0,4,0,9.55
2020,1,12,19,7.6,0,4,0,9.59
2020,1,12,19.5,7.6,0,4,0,9.59
2020,1,12,20,7.6,0,4,0,9.49
2020,1,12,20.5,7.6,0,4,0,9.49
2020,1,12,21,7.6,0,4,0,9.14
2020,1,12,21.5,7.6,0,4,0,9.13
2020,1,12,22,7.6,0,4,0,8.92
2020,1,12,22.5,7.6,0,4,0,8.92
2020,1,12,23,7.7,0,4,0,7.46
2020,1,12,23.5,7.7,0,4,0,7.71
2020,1,13,0,7.2,0,4,0,6.64
2020,1,13,0.5,7.2,0,4,0,6.63
2020,1,13,1,6.5,0,4,0,6.61
2020,1,13,1.5,6.5,0,4,0,6.54
2020,1,13,2,6.5,0,4,0,6.54
2020,1,13,2.5,6.5,0,4,0,6.54
2020,1,13,3,5.1,0,2,0,6.48
2020,1,13,3.5,5.1,0,2,0,6.48
2020,1,13,4,4.8,0,4,0,6.48
2020,1,13,4.5,4.8,0,4,0,6.49
2020,1,13,5,4.4,0,4,0,6.55
2020,1,13,5.5,4.4,0,4,0,6.55
2020,1,13,6,4.4,0,4,0,6.87
2020,1,13,6.5,4.4,0,4,0,7.01
2020,1,13,7,5.1,0,4,-0.015,7.61
2020,1,13,7.5,5.1,0,4,0.055,8.36
2020,1,13,8,6.4,0,2,0.248,8.88
2020,1,13,8.5,6.4,0,2,0.452,8.94
2020,1,13,9,7.9,0,2,0.643,8.42
2020,1,13,9.5,7.9,0,2,0.824,7.4
2020,1,13,10,9.6,0,2,0.972,6.64
2020,1,13,10.5,9.6,0,2,1.059,6.57
2020,1,13,11,10.7,0,2,1.121,6.31
2020,1,13,11.5,10.7,0,2,1.162,6.26
2020,1,13,12,10.9,0,2,1.175,6.2
2020,1,13,12.5,10.9,0,2,1.178,6.13
2020,1,13,13,11.1,0,2,1.129,6.13
2020,1,13,13.5,11.1,0,2,1.06,6.2
2020,1,13,14,11.7,0,2,0.943,6.2
2020,1,13,14.5,11.7,0,2,0.812,6.3
2020,1,13,15,11.7,0,2,0.615,6.59
2020,1,13,15.5,11.7,0,2,0.436,6.75
2020,1,13,16,12.1,0,2,0.235,9.02
2020,1,13,16.5,12.1,0,2,0.054,9.07
2020,1,13,17,11.6,0,2,-0.017,9.76
2020,1,13,17.5,11.6,0,2,-0.03,10.52
2020,1,13,18,11.3,0,2,0,10.32
2020,1,13,18.5,11.3,0,2,0,10.32
2020,1,13,19,10,0,2,0,9.53
2020,1,13,19.5,10,0,2,0,9.6
2020,1,13,20,9.1,0,2,0,9.36
2020,1,13,20.5,9.1,0,2,0,9.36
2020,1,13,21,8.5,0,2,0,9.14
2020,1,13,21.5,8.5,0,2,0,9.14
2020,1,13,22,8.3,0,2,0,8.93
2020,1,13,22.5,8.3,0,2,0,8.85
2020,1,13,23,7.8,0,2,0,7.2
2020,1,13,23.5,7.8,0,2,0,7.2
2020,1,14,0,7.6,0,2,0,6.6
2020,1,14,0.5,7.6,0,2,0,6.6
2020,1,14,1,7,0,4,0,6.55
2020,1,14,1.5,7,0,4,0,6.54
2020,1,14,2,6.6,0,2,0,6.47
2020,1,14,2.5,6.6,0,2,0,6.49
2020,1,14,3,5.6,0,2,0,6.46
2020,1,14,3.5,5.6,0,2,0,6.46
2020,1,14,4,5.1,0,2,0,6.5
2020,1,14,4.5,5.1,0,2,0,6.5
2020,1,14,5,5,0,2,0,6.69
2020,1,14,5.5,5,0,2,0,6.77
2020,1,14,6,5.2,0,4,0,8.53
2020,1,14,6.5,5.2,0,4,0,8.95
2020,1,14,7,5.2,0,2,-0.015,9.44
2020,1,14,7.5,5.2,0,2,0.092,9.34
2020,1,14,8,6.2,0,2,0.273,9.21
2020,1,14,8.5,6.2,0,2,0.478,9.28
2020,1,14,9,8.2,0,2,0.659,9.11
2020,1,14,9.5,8.2,0,2,0.817,9.02
2020,1,14,10,9.5,0,2,0.955,7.65
2020,1,14,10.5,9.5,0,2,1.036,7.02
2020,1,14,11,11.1,0,2,1.127,6.79
2020,1,14,11.5,11.1,0,2,1.178,6.73
2020,1,14,12,11.8,0,2,1.161,6.21
2020,1,14,12.5,11.8,0,2,1.155,6.21
2020,1,14,13,11.9,0,2,0.763,6.58
2020,1,14,13.5,11.9,0,2,0.346,6.77
2020,1,14,14,12.9,0,4,0.735,7.34
2020,1,14,14.5,12.9,0,4,0.487,7.36
2020,1,14,15,13.1,0,2,0.71,8.92
2020,1,14,15.5,13.1,0,2,0.425,8.8
2020,1,14,16,12.4,0,4,0.227,9.25
2020,1,14,16.5,12.4,0,4,0.07,9.87
2020,1,14,17,11.6,0,2,-0.022,10.78
2020,1,14,17.5,11.6,0,2,-0.032,10.78
2020,1,14,18,11.4,0,2,0,10.66
2020,1,14,18.5,11.4,0,2,0,10.47
2020,1,14,19,11.1,0,2,0,9.87
2020,1,14,19.5,11.1,0,2,0,9.74
2020,1,14,20,10.6,0,2,0,9.53
2020,1,14,20.5,10.6,0,2,0,9.46
2020,1,14,21,9.8,0,2,0,9.27
2020,1,14,21.5,9.8,0,2,0,9.27
2020,1,14,22,9.4,0,4,0,9.08
2020,1,14,22.5,9.4,0,4,0,9.08
2020,1,14,23,9.5,0,4,0,8.37
2020,1,14,23.5,9.5,0,4,0,7.75
2020,1,15,0,9.2,0,4,0,6.66
2020,1,15,0.5,9.2,0,4,0,6.64
2020,1,15,1,8.7,0,4,0,6.63
2020,1,15,1.5,8.7,0,4,0,6.63
2020,1,15,2,8.5,0,10,0,6.54
2020,1,15,2.5,8.5,0,10,0,6.61
2020,1,15,3,7.7,2.5,10,0,6.62
2020,1,15,3.5,7.7,2.5,10,0,6.55
2020,1,15,4,7.5,5,10,0,6.63
2020,1,15,4.5,7.5,5,10,0,6.63
2020,1,15,5,7.3,3.5,10,0,6.83
2020,1,15,5.5,7.3,3.5,10,0,6.96
2020,1,15,6,7.3,1,10,0,8.77
2020,1,15,6.5,7.3,1,10,0,8.99
2020,1,15,7,7.4,0,10,0,9.35
2020,1,15,7.5,7.4,0,10,-0.015,9.43
2020,1,15,8,7.5,0,4,0.011,10.47
2020,1,15,8.5,7.5,0,4,0.06,10.64
2020,1,15,9,7.9,0,4,0.187,11.53
2020,1,15,9.5,7.9,0,4,0.15,11.18
2020,1,15,10,7.6,0,10,0.092,10.89
2020,1,15,10.5,7.6,0,10,0.021,9.74
2020,1,15,11,7.4,0,4,0.024,9.41
2020,1,15,11.5,7.4,0,4,0.088,9.41
2020,1,15,12,7,0,4,0.12,8.97
2020,1,15,12.5,7,0,4,0.221,8.97
2020,1,15,13,7.4,0,10,0.207,8.92
2020,1,15,13.5,7.4,0,10,0.198,8.92
2020,1,15,14,8,0,4,0.365,8.93
2020,1,15,14.5,8,0,4,0.738,8.93
2020,1,15,15,9.1,0,2,0.611,8.95
2020,1,15,15.5,9.1,0,2,0.408,8.95
2020,1,15,16,9,0,2,0.247,9.36
2020,1,15,16.5,9,0,2,0.076,9.73
2020,1,15,17,8.5,0,2,-0.022,10.97
2020,1,15,17.5,8.5,0,2,-0.033,10.97
2020,1,15,18,8.8,0,2,0,10.47
2020,1,15,18.5,8.8,0,2,0,10.37
2020,1,15,19,8,0,2,0,10.03
2020,1,15,19.5,8,0,2,0,9.72
2020,1,15,20,8.3,0,2,0,9.5
2020,1,15,20.5,8.3,0,2,0,9.23
2020,1,15,21,8,0,2,0,9.07
2020,1,15,21.5,8,0,2,0,9.07
2020,1,15,22,7.6,0,2,0,9.1
2020,1,15,22.5,7.6,0,2,0,9.03
2020,1,15,23,6.9,0,2,0,8.14
2020,1,15,23.5,6.9,0,2,0,7.5
2020,1,16,0,6.2,0,2,0,6.74
2020,1,16,0.5,6.2,0,2,0,6.7
2020,1,16,1,6,0,2,0,6.69
2020,1,16,1.5,6,0,2,0,6.69
2020,1,16,2,5.2,0,2,0,6.6
2020,1,16,2.5,5.2,0,2,0,6.66
2020,1,16,3,4.5,0,2,0,6.68
2020,1,16,3.5,4.5,0,2,0,6.61
2020,1,16,4,4.8,0,2,0,6.68
2020,1,16,4.5,4.8,0,2,0,6.68
2020,1,16,5,5.3,0,2,0,6.88
2020,1,16,5.5,5.3,0,2,0,7.03
2020,1,16,6,4,0,4,0,9.01
2020,1,16,6.5,4,0,4,0,9.07
2020,1,16,7,3.8,0,2,-0.015,9.26
2020,1,16,7.5,3.8,0,2,0.042,9.33
2020,1,16,8,4.3,0,2,0.361,9.45
2020,1,16,8.5,4.3,0,2,0.53,9.59
2020,1,16,9,6,0,2,0.755,9.1
2020,1,16,9.5,6,0,2,0.913,9.08
2020,1,16,10,8,0,2,1.257,8.63
2020,1,16,10.5,8,0,2,1.184,7.96
2020,1,16,11,9.3,0,2,0.898,7.35
2020,1,16,11.5,9.3,0,2,1.162,7.12
2020,1,16,12,9.6,0,2,1.116,6.73
2020,1,16,12.5,9.6,0,2,1.18,6.74
2020,1,16,13,9.7,0,4,0.662,7.71
2020,1,16,13.5,9.7,0,4,0.903,8.14
2020,1,16,14,9.9,0,4,0.319,8.91
2020,1,16,14.5,9.9,0,4,0.402,8.91
2020,1,16,15,9.8,0,4,0.253,9.09
2020,1,16,15.5,9.8,0,4,0.132,9.13
2020,1,16,16,9.5,0,4,0.092,9.42
2020,1,16,16.5,9.5,0,4,0.048,10.47
2020,1,16,17,9,0,4,0,11.53
2020,1,16,17.5,9,0,4,-0.033,11.82
2020,1,16,18,8.8,0,4,0,11.08
2020,1,16,18.5,8.8,0,4,0,10.47
2020,1,16,19,8.3,0,2,0,9.97
2020,1,16,19.5,8.3,0,2,0,9.46
2020,1,16,20,7.8,0,4,0,9.52
2020,1,16,20.5,7.8,0,4,0,9.52
2020,1,16,21,7.8,0,2,0,9.34
2020,1,16,21.5,7.8,0,2,0,9.13
2020,1,16,22,7.9,0,2,0,9.18
2020,1,16,22.5,7.9,0,2,0,9.11
2020,1,16,23,7.4,0,2,0,8.9
2020,1,16,23.5,7.4,0,2,0,8.53
2020,1,17,0,6.5,0,4,0,7.13
2020,1,17,0.5,6.5,0,4,0,7.05
2020,1,17,1,6.8,0,4,0,6.94
2020,1,17,1.5,6.8,0,4,0,6.94
2020,1,17,2,6,0,4,0,6.94
2020,1,17,2.5,6,0,4,0,6.94
2020,1,17,3,5.9,0,10,0,6.94
2020,1,17,3.5,5.9,0,10,0,6.94
2020,1,17,4,5.3,0,11,0,6.94
2020,1,17,4.5,5.3,0,11,0,6.94
2020,1,17,5,5,0,10,0,7.19
2020,1,17,5.5,5,0,10,0,7.39
2020,1,17,6,5,0,4,0,9.03
2020,1,17,6.5,5,0,4,0,9.08
2020,1,17,7,5.1,0,4,-0.015,9.96
2020,1,17,7.5,5.1,0,4,0.05,10.47
2020,1,17,8,5.2,0,11,0.13,9.59
2020,1,17,8.5,5.2,0,11,0.202,10.47
2020,1,17,9,5.9,0,4,0.263,9.95
2020,1,17,9.5,5.9,0,4,0.413,9.4
2020,1,17,10,6.8,0,4,0.47,9.05
2020,1,17,10.5,6.8,0,4,0.874,8.99
2020,1,17,11,7.4,0,4,1.083,8.9
2020,1,17,11.5,7.4,0,4,1.088,8.8
2020,1,17,12,9.1,0,2,0.621,7.33
2020,1,17,12.5,9.1,0,2,1.171,7.33
2020,1,17,13,10.4,0,2,1.147,8.73
2020,1,17,13.5,10.4,0,2,1.017,8.88
2020,1,17,14,10.2,0,2,0.772,8.9
2020,1,17,14.5,10.2,0,2,0.524,8.98
2020,1,17,15,9.6,0,2,0.28,9.11
2020,1,17,15.5,9.6,0,2,0.161,9.25
2020,1,17,16,9.6,0,4,0.107,9.95
2020,1,17,16.5,9.6,0,4,0.035,10.47
2020,1,17,17,9.2,0,4,-0.02,11.53
2020,1,17,17.5,9.2,0,4,-0.031,11.83
2020,1,17,18,8.9,0,4,0,11.03
2020,1,17,18.5,8.9,0,4,0,10.47
2020,1,17,19,8.7,0,4,0,10.04
2020,1,17,19.5,8.7,0,4,0,9.9
2020,1,17,20,8.5,0,4,0,9.72
2020,1,17,20.5,8.5,0,4,0,9.65
2020,1,17,21,8.3,0,4,0,9.43
2020,1,17,21.5,8.3,0,4,0,9.14
2020,1,17,22,7.8,0,10,0,9.23
2020,1,17,22.5,7.8,0,10,0,9.14
2020,1,17,23,6.8,0,10,0,8.86
2020,1,17,23.5,6.8,0,10,0,8.63
2020,1,18,0,6.5,0,10,0,6.92
2020,1,18,0.5,6.5,0,10,0,6.81
2020,1,18,1,6,0.5,10,0,6.79
2020,1,18,1.5,6,0.5,10,0,6.79
2020,1,18,2,6.1,0,4,0,6.79
2020,1,18,2.5,6.1,0,4,0,6.79
2020,1,18,3,6.1,0,10,0,6.77
2020,1,18,3.5,6.1,0,10,0,6.77
2020,1,18,4,6.1,0,10,0,6.71
2020,1,18,4.5,6.1,0,10,0,6.71
2020,1,18,5,6.1,1,10,0,6.77
2020,1,18,5.5,6.1,1,10,0,6.77
2020,1,18,6,5.1,3,10,0,7.35
2020,1,18,6.5,5.1,3,10,0,7.47
2020,1,18,7,4.6,3,10,0,9.07
2020,1,18,7.5,4.6,3,10,-0.015,9.14
2020,1,18,8,3.8,1.5,10,-0.015,9.5
2020,1,18,8.5,3.8,1.5,10,0.016,9.66
2020,1,18,9,3.6,0,10,0.039,11.53
2020,1,18,9.5,3.6,0,10,0.048,11.14
2020,1,18,10,3,0.5,11,0.051,10.89
2020,1,18,10.5,3,0.5,11,0.087,9.51
2020,1,18,11,2.2,0,11,0.101,9.21
2020,1,18,11.5,2.2,0,11,0.129,9.21
2020,1,18,12,1.7,1,11,0.116,8.97
2020,1,18,12.5,1.7,1,11,0.151,8.97
2020,1,18,13,2.2,0,11,0.096,8.99
2020,1,18,13.5,2.2,0,11,0.12,8.99
2020,1,18,14,2.2,0,11,0.099,8.93
2020,1,18,14.5,2.2,0,11,0.081,8.93
2020,1,18,15,3,0.5,11,0.043,8.99
2020,1,18,15.5,3,0.5,11,0.011,8.99
2020,1,18,16,3.5,0.5,11,0.021,9.26
2020,1,18,16.5,3.5,0.5,11,-0.016,9.74
2020,1,18,17,3.6,0.5,10,-0.027,11.08
2020,1,18,17.5,3.6,0.5,10,-0.029,11.08
2020,1,18,18,3.9,0.5,10,0,11.18
2020,1,18,18.5,3.9,0.5,10,0,11.18
2020,1,18,19,4.1,0,10,0,10.03
2020,1,18,19.5,4.1,0,10,0,10.03
2020,1,18,20,3.9,0.5,10,0,9.93
2020,1,18,20.5,3.9,0.5,10,0,9.93
2020,1,18,21,4.1,0.5,10,0,9.34
2020,1,18,21.5,4.1,0.5,10,0,9.3
2020,1,18,22,4.3,0,11,0,9.2
2020,1,18,22.5,4.3,0,11,0,9.2
2020,1,18,23,4.4,0,11,0,8.91
2020,1,18,23.5,4.4,0,11,0,8.9
2020,1,19,0,4.5,0,4,0,7.18
2020,1,19,0.5,4.5,0,4,0,7.18
2020,1,19,1,4.5,0,2,0,7.14
2020,1,19,1.5,4.5,0,2,0,6.98
2020,1,19,2,4.5,0,2,0,6.97
2020,1,19,2.5,4.5,0,2,0,7.15
2020,1,19,3,4.5,0,2,0,7.14
2020,1,19,3.5,4.5,0,2,0,7.14
2020,1,19,4,4.4,0,2,0,7.14
2020,1,19,4.5,4.4,0,2,0,7.14
2020,1,19,5,4.1,0,2,0,7.14
2020,1,19,5.5,4.1,0,2,0,7.14
2020,1,19,6,3.8,0,2,0,7.14
2020,1,19,6.5,3.8,0,2,0,7.35
2020,1,19,7,3.7,0,2,-0.015,7.56
2020,1,19,7.5,3.7,0,2,0.033,8.51
2020,1,19,8,4.5,0,2,0.31,7.39
2020,1,19,8.5,4.5,0,2,0.522,7.39
2020,1,19,9,6.4,0,2,0.729,6.94
2020,1,19,9.5,6.4,0,2,0.891,6.82
2020,1,19,10,7.3,0,2,1.041,6.63
2020,1,19,10.5,7.3,0,2,1.131,6.63
2020,1,19,11,8.2,0,2,1.197,6.48
2020,1,19,11.5,8.2,0,2,1.231,6.48
2020,1,19,12,9.4,0,2,1.231,6.5
2020,1,19,12.5,9.4,0,2,1.235,6.48
2020,1,19,13,9.3,0,2,1.182,6.51
2020,1,19,13.5,9.3,0,2,1.091,6.5
2020,1,19,14,9.5,0,2,0.988,6.7
2020,1,19,14.5,9.5,0,2,0.869,6.7
2020,1,19,15,9.6,0,2,0.681,6.86
2020,1,19,15.5,9.6,0,2,0.522,6.86
2020,1,19,16,9.8,0,2,0.218,9
2020,1,19,16.5,9.8,0,2,0.039,9.06
2020,1,19,17,9.1,0,4,-0.026,9.4
2020,1,19,17.5,9.1,0,4,-0.031,9.4
2020,1,19,18,8.7,0,4,0,9.4
2020,1,19,18.5,8.7,0,4,0,9.4
2020,1,19,19,8.4,0,4,0,9.35
2020,1,19,19.5,8.4,0,4,0,9.35
2020,1,19,20,8.5,0,4,0,9.3
2020,1,19,20.5,8.5,0,4,0,9.26
2020,1,19,21,8.4,0,4,0,9.11
2020,1,19,21.5,8.4,0,4,0,9.11
2020,1,19,22,8,0,2,0,8.92
2020,1,19,22.5,8,0,2,0,8.92
2020,1,19,23,8.7,0,2,0,7.59
2020,1,19,23.5,8.7,0,2,0,7.59
2020,1,20,0,9,0,2,0,6.71
2020,1,20,0.5,9,0,2,0,6.68
2020,1,20,1,8.5,0,2,0,6.68
2020,1,20,1.5,8.5,0,2,0,6.68
2020,1,20,2,9.6,0,2,0,6.68
2020,1,20,2.5,9.6,0,2,0,6.61
2020,1,20,3,6.9,0,2,0,6.61
2020,1,20,3.5,6.9,0,2,0,6.61
2020,1,20,4,5.6,0,2,0,6.61
2020,1,20,4.5,5.6,0,2,0,6.68
2020,1,20,5,4.5,0,2,0,6.76
2020,1,20,5.5,4.5,0,2,0,6.77
2020,1,20,6,4.6,0,2,0,8.9
2020,1,20,6.5,4.6,0,2,0,9.01
2020,1,20,7,4.4,0,2,-0.015,9.51
2020,1,20,7.5,4.4,0,2,0.03,9.59
2020,1,20,8,4.9,0,2,0.324,9.44
2020,1,20,8.5,4.9,0,2,0.528,9.55
2020,1,20,9,7.3,0,2,0.728,9.11
2020,1,20,9.5,7.3,0,2,0.904,8.88
2020,1,20,10,8.4,0,2,1.028,7.34
2020,1,20,10.5,8.4,0,2,1.12,6.81
2020,1,20,11,9.2,0,2,1.2,6.51
2020,1,20,11.5,9.2,0,2,1.238,6.45
2020,1,20,12,9.8,0,2,1.256,5.94
2020,1,20,12.5,9.8,0,2,1.235,5.82
2020,1,20,13,10.9,0,2,1.187,6.34
2020,1,20,13.5,10.9,0,2,1.094,6.34
2020,1,20,14,12.2,0,2,0.838,6.51
2020,1,20,14.5,12.2,0,2,0.84,6.58
2020,1,20,15,12.6,0,2,0.69,6.83
2020,1,20,15.5,12.6,0,2,0.516,6.96
2020,1,20,16,12.4,0,2,0.293,8.94
2020,1,20,16.5,12.4,0,2,0.102,9.07
2020,1,20,17,11.2,0,2,-0.007,10.47
2020,1,20,17.5,11.2,0,2,-0.029,10.47
2020,1,20,18,10.9,0,2,0,10.16
2020,1,20,18.5,10.9,0,2,0,10.16
2020,1,20,19,10.9,0,2,0,9.35
2020,1,20,19.5,10.9,0,2,0,9.35
2020,1,20,20,10.1,0,2,0,9.59
2020,1,20,20.5,10.1,0,2,0,9.59
2020,1,20,21,9.9,0,2,0,9.43
2020,1,20,21.5,9.9,0,2,0,9.14
2020,1,20,22,9,0,2,0,9.21
2020,1,20,22.5,9,0,2,0,9.13
2020,1,20,23,8.5,0,2,0,8.95
2020,1,20,23.5,8.5,0,2,0,8.88
2020,1,21,0,8.1,0,2,0,6.8
2020,1,21,0.5,8.1,0,2,0,6.72
2020,1,21,1,7.4,0,2,0,6.71
2020,1,21,1.5,7.4,0,2,0,6.71
2020,1,21,2,6.8,0,2,0,6.69
2020,1,21,2.5,6.8,0,2,0,6.69
2020,1,21,3,6.3,0,2,0,6.69
2020,1,21,3.5,6.3,0,2,0,6.69
2020,1,21,4,6,0,2,0,6.78
2020,1,21,4.5,6,0,2,0,6.78
2020,1,21,5,6,0,2,0,7.1
2020,1,21,5.5,6,0,2,0,7.41
2020,1,21,6,6.9,0,2,0,9.07
2020,1,21,6.5,6.9,0,2,0,9.17
2020,1,21,7,7.9,0,2,-0.015,9.49
2020,1,21,7.5,7.9,0,2,0.026,9.49
2020,1,21,8,8.6,0,2,0.342,9.07
2020,1,21,8.5,8.6,0,2,0.558,9.07
2020,1,21,9,8.4,0,2,0.734,8.78
2020,1,21,9.5,8.4,0,2,0.899,8.15
2020,1,21,10,9.6,0,2,1.047,7
2020,1,21,10.5,9.6,0,2,1.157,6.84
2020,1,21,11,10.5,0,2,1.24,6.67
2020,1,21,11.5,10.5,0,2,1.303,6.56
2020,1,21,12,11.4,0,2,1.321,6.25
2020,1,21,12.5,11.4,0,2,1.27,6.25
2020,1,21,13,11.1,0,2,1.244,6.45
2020,1,21,13.5,11.1,0,2,1.156,6.51
2020,1,21,14,10.8,0,2,1.046,6.65
2020,1,21,14.5,10.8,0,2,0.931,6.72
2020,1,21,15,10.5,0,2,0.732,7.23
2020,1,21,15.5,10.5,0,2,0.547,7.53
2020,1,21,16,10.2,0,2,0.33,9.23
2020,1,21,16.5,10.2,0,2,0.119,9.59
2020,1,21,17,8.7,0,2,-0.005,10.93
2020,1,21,17.5,8.7,0,2,0,10.9
2020,1,21,18,8.2,0,2,0,10.47
2020,1,21,18.5,8.2,0,2,0,10.07
2020,1,21,19,7.5,0,2,0,10.07
